212,2002,14065
213,2004,15414
214,2010,13703
215,2003,13764
216,2008,15259
217,2003,14598
218,2012,15720
219,2013,14322
220,2014,14787
221,2006,13946
222,2006,13294
223,2004,12967
224,2007,14479
225,2013,14264
226,2004,13769
227,2002,14361
228,2012,13670
229,2018,14493
230,2015,13530
231,2011,14951
232,2017,13396
233,2011,12208
234,2009,13420
235,2014,13698
236,2000,15987
237,2017,12297
238,2016,13309
239,2006,13823
240,2013,12823
241,2002,12369
242,2010,14949
243,2008,12656
244,2017,13467
245,2013,13770
246,2014,13764
247,2016,13205
248,2005,14957
249,2002,13941
250,2006,14476
251,2013,11407
252,2000,13401
253,2014,14221
254,2012,13147
255,2012,12943
256,2010,13526
257,2016,14835
258,2001,13800
259,2013,15109
260,2007,14543
261,2003,14675
262,2005,13339
263,2015,13957
264,2004,14736
265,2003,13643
266,2003,12906
267,2005,14432
268,2003,14563
269,2002,13806
270,2003,14736
271,2012,13511
272,2002,13885
273,2000,14418
274,2014,12228
275,2017,15124
276,2012,12903
277,2007,13538
278,2013,13576
279,2003,12662
280,2014,14293
281,2018,12058
282,2011,13936
283,2014,14024
284,2013,14136
285,2013,13309
286,2001,12748
287,2008,15363
288,2002,12143
289,2007,12502
290,2007,15502
291,2014,14468
292,2011,13827
293,2017,13304
294,2014,15549
295,2014,15577
296,2000,13534
297,2003,13415
298,2009,13559
299,2002,13932
300,2000,11263
301,2002,13098
302,2015,13977
303,2010,14329
304,2017,12487
305,2011,14241
306,2011,14767
307,2004,13248
308,2005,15942
309,2004,15714
310,2002,13389
311,2015,12173
312,2016,13635
313,2001,11985
314,2005,13856
315,2010,12389
316,2006,15095
317,2014,14524
318,2017,14590
319,2015,14600
320,2016,13310
321,2016,12458
322,2015,11981
323,2018,12979
324,2004,12884
325,2013,15177
326,2006,13439
327,2011,14886
328,2017,14844
329,2011,14377
330,2009,13117
331,2007,14224
332,2005,14023
333,2010,14167
334,2009,13603
335,2009,15958
336,2011,15019
337,2018,13136
338,2010,11985
339,2008,14185
340,2001,13729
341,2011,14405
342,2001,13802
343,2012,13125
344,2001,14211
345,2018,14363
346,2015,14484
347,2014,14729
348,2009,13892
349,2012,14883
350,2014,15483
351,2009,14349
352,2002,14854
353,2012,13093
354,2002,14239
355,2015,14780
356,2002,15776
357,2013,14977
358,2012,16150
359,2002,13725
360,2008,15335
361,2006,13206
362,2016,12758
363,2004,13551
364,2014,14104
365,2014,12611
366,2003,14483
367,2006,14926
368,2000,14269
369,2001,13888
370,2011,15590
371,2016,14653
372,2013,15058
373,2012,11651
374,2003,12902
375,2008,14274
376,2002,14068
377,2010,12047
378,2002,13077
379,2002,13198
380,2006,12997
381,2017,13024
382,2007,13932
383,2017,14456
384,2015,13729
385,2015,15144
386,2006,13999
387,2003,13714
388,2001,14648
389,2015,14522
390,2013,14978
391,2017,14031
392,2011,13611
393,2006,15339
394,2009,15070
395,2008,13901
396,2013,13280
397,2008,14218
398,2000,13372
399,2002,13839
400,2017,14232
401,2001,13651
402,2002,14166
403,2004,14291
404,2009,14800
405,2003,12843
406,2018,14986
407,2001,13845
408,2006,15182
409,2004,13481
410,2013,14302
411,2011,15248
412,2002,12746
413,2017,13363
414,2007,14241
415,2010,13869
416,2002,13788
417,2008,15877
418,2008,11842
419,2009,13003
420,2006,14932
421,2017,13751
422,2018,13994
423,2002,14785
424,2001,15512
425,2000,12837
426,2010,14344
427,2005,12722
428,2003,12600
429,2016,11992
430,2012,12428
431,2005,14031
432,2010,14501
433,2014,13437
434,2010,13978
435,2014,14884
436,2012,12396
437,2017,11953
438,2011,13629
439,2013,13726
440,2011,13558
441,2014,13997
442,2005,13492
443,2003,13047
444,2006,11737
445,2003,12619
446,2017,13369
447,2011,13953
448,2010,13488
449,2017,13919
450,2003,14185
451,2003,13660
452,2000,11937
453,2014,12382
454,2007,12616
455,2016,12790
456,2013,13298
457,2017,13306
458,2009,15669
459,2016,13972
460,2012,13663
461,2008,15013
462,2014,13640
463,2001,12543
464,2000,13962
465,2010,14511
466,2003,13275
467,2004,13644
468,2014,12578
469,2012,16168
470,2011,13130
471,2007,14241
472,2017,13039
473,2015,14219
474,2000,14071
475,2010,13854
476,2012,13470
477,2014,12583
478,2000,13385
479,2006,14399
480,2018,15206
481,2007,15017
482,2009,14837
483,2004,14162
484,2008,14695
485,2017,14548
486,2010,11735
487,2010,14730
488,2001,14329
489,2017,14698
490,2009,14317
491,2013,14798
492,2002,14982
493,2009,12631
494,2000,12605
495,2006,15876
496,2006,13444
497,2008,11610
498,2008,13918
499,2018,12353
500,2016,13740
501,2017,14279
502,2001,12058
503,2014,14967
504,2016,12819
505,2001,13905
506,2010,12050
507,2017,13706
508,2001,13480
509,2009,13312
510,2018,14418
511,2002,13932
512,2005,13769
513,2008,13560
514,2002,14118
515,2011,12742
516,2017,14500
517,2011,13809
518,2006,14740
519,2006,12900
520,2008,14814
521,2013,13754
522,2010,14399
523,2011,12661
524,2011,12594
525,2016,14331
526,2008,14510
527,2003,12493
528,2016,15167
529,2004,13847
530,2011,14463
531,2008,13588
532,2007,11793
533,2001,15043
534,2007,14755
535,2016,13764
536,2017,14746
537,2010,14419
538,2008,15195
539,2001,13493
540,2000,15580
541,2000,13749
542,2015,12492
543,2012,14559
544,2005,13683
545,2013,13879
546,2003,13959
547,2010,11928
548,2003,12798
549,2010,12287
550,2003,13936
551,2013,13549
552,2012,14186
553,2001,13831
554,2007,13408
555,2017,14652
556,2005,13714
557,2004,13436
558,2018,14005
559,2006,13740
560,2009,14989
561,2012,14800
562,2003,13779
563,2013,12846
564,2009,13533
565,2002,13958
566,2004,14216
567,2015,14407
568,2009,13811
569,2017,13988
570,2004,11920
571,2018,13310
572,2006,13708
573,2007,15056
574,2008,13999
575,2004,13998
576,2011,15030
577,2009,14717
578,2009,12389
579,2015,13729
580,2003,15581
581,2015,14404
582,2018,14323
583,2009,14292
584,2012,11796
585,2013,15148
586,2016,12483
587,2003,14373
588,2008,15848
589,2004,15280
590,2000,13654
591,2013,12162
592,2003,14380
593,2002,14346
594,2002,13893
595,2016,13655
596,2015,11902
597,2011,12636
598,2001,12595
599,2010,14488
600,2004,14070
601,2013,13392
602,2012,12996
603,2002,14842
604,2013,15468
605,2014,13237
606,2017,13090
607,2006,14172
608,2011,14008
609,2014,11688
610,2017,14677
611,2006,14501
612,2002,12294
613,2003,13660
614,2005,12607
615,2014,15385
616,2007,13255
617,2011,13192
618,2010,15277
619,2004,13703
620,2002,12876
621,2002,12597
622,2013,13844
623,2010,13318
624,2000,12656
625,2017,12464
626,2016,14903
627,2012,13177
628,2011,12193
629,2001,12614
630,2014,14143
631,2017,12498
632,2003,15476
633,2015,14140
634,2010,13876
635,2009,14872
636,2016,13350
637,2018,13435
638,2005,15131
639,2008,13811
640,2018,13548
641,2017,13970
642,2012,13774
643,2004,13988
644,2017,14198
645,2000,15251
646,2006,14994
647,2018,13905
648,2012,13347
649,2002,13448
650,2006,14478
651,2006,13048
652,2015,13045
653,2004,13815
654,2007,13821
655,2001,15318
656,2006,13156
657,2016,15903
658,2002,14300
659,2014,15336
660,2018,15401
661,2008,13229
662,2005,14010
663,2017,15789
664,2006,12435
665,2003,13333
666,2007,12993
667,2002,13058
668,2008,13441
669,2017,15220
670,2006,14527
671,2004,14299
672,2014,14017
673,2010,13239
674,2009,13430
675,2012,14074
676,2013,14848
677,2003,13120
678,2006,13658
679,2003,14702
680,2004,13944
681,2012,12042
682,2015,13647
683,2013,14352
684,2015,13589
685,2003,14047
686,2013,15759
687,2014,12821
688,2008,12992
689,2006,12874
690,2009,14147
691,2013,14385
692,2003,15759
693,2005,15043
694,2017,15931
695,2001,14343
696,2011,13462
697,2007,13655
698,2016,14357
699,2010,14485
700,2000,14159
701,2007,13656
702,2017,13747
703,2017,15367
704,2012,15816
705,2014,11896
706,2012,13855
707,2018,13378
708,2011,15123
709,2011,15369
710,2014,12239
711,2011,13090
712,2002,12783
713,2017,13963
714,2017,12155
715,2003,13367
716,2018,14150
717,2018,15074
718,2014,12687
719,2007,15343
720,2018,12787
721,2007,13795
722,2004,13475
723,2016,14802
724,2014,13573
725,2017,13843
726,2014,13211
727,2018,15804
728,2014,14168
729,2003,13793
730,2008,12086
731,2007,11559
732,2007,15613
733,2003,14971
734,2005,15651
735,2016,15118
736,2015,14226
737,2005,15429
738,2003,13740
739,2008,15939
740,2002,13889
741,2000,15042
742,2010,12951
743,2012,13306
744,2006,14090
745,2003,14844
746,2014,13228
747,2000,13262
748,2008,11921
749,2013,13292
750,2001,14522
751,2002,12948
752,2014,16142
753,2012,13546
754,2014,14203
755,2016,14408
756,2006,11663
757,2013,12913
758,2017,13363
759,2000,13345
760,2015,13798
761,2001,14457
762,2007,13826
763,2016,14105
764,2015,13962
765,2008,13928
766,2013,12762
767,2015,12883
768,2017,11992
769,2006,13328
770,2000,14897
771,2002,13420
772,2015,14880
773,2004,13847
774,2008,14467
775,2013,15382
776,2012,13888
777,2011,12196
778,2010,13455
779,2007,13660
780,2018,15614
781,2009,13958
782,2003,14546
783,2011,13985
784,2001,13550
785,2009,13673
786,2008,11882
787,2014,13318
788,2004,13875
789,2006,13674
790,2001,13343
791,2009,12339
792,2005,14284
793,2013,12955
794,2007,14355
795,2015,14796
796,2011,14118
797,2009,14370
798,2012,14639
799,2017,13291
800,2016,13843
801,2005,13008
802,2002,13394
803,2016,15000
804,2000,13128
805,2018,14904
806,2006,16240
807,2003,14372
808,2001,14238
809,2006,12903
810,2013,14499
811,2004,14414
812,2009,14417
813,2015,14154
814,2000,13639
815,2003,14587
816,2006,13494
817,2015,13178
818,2017,13468
819,2014,13655
820,2000,14815
821,2014,13501
822,2015,13996
823,2011,14223
824,2004,13088
825,2009,13195
826,2003,14748
827,2002,14539
828,2007,13515
829,2015,15815
830,2009,14000
831,2009,12096
832,2000,11743
833,2004,12975
834,2007,13864
835,2018,15563
836,2016,14702
837,2016,12801
838,2016,13416
839,2013,13620
840,2005,15076
841,2014,12406
842,2013,13540
843,2010,13099
844,2014,13277
845,2009,14118
846,2000,13011
847,2009,13453
848,2001,14564
849,2007,12433
850,2011,13951
851,2000,12870
852,2013,14536
853,2005,13725
854,2002,13755
855,2017,13755
856,2006,14908
857,2006,13092
858,2015,14619
859,2009,14570
860,2007,13772
861,2002,12625
862,2012,13420
863,2014,16002
864,2012,16112
865,2005,13346
866,2016,13231
867,2017,13579
868,2016,13975
869,2016,15325
870,2011,14628
871,2016,14314
872,2002,13335
873,2009,13610
874,2004,14494
875,2000,12419
876,2011,14759
877,2015,15309
878,2000,14220
879,2004,14259
880,2011,14509
881,2012,11699
882,2005,12089
883,2009,12654
884,2006,13191
885,2004,14850
886,2004,13090
887,2004,12514
888,2001,13433
889,2014,14180
890,2002,13688
891,2007,15416
892,2000,14072
893,2015,13131
894,2005,12496
895,2010,15626
896,2016,16334
897,2013,12435
898,2007,13595
899,2001,13568
900,2018,16779
901,2007,14674
902,2011,13569
903,2009,13561
904,2001,13323
905,2012,13188
906,2009,12965
907,2006,12100
908,2006,14746
909,2007,13417
910,2001,13467
911,2009,12367
912,2008,13484
913,2014,13499
914,2008,11749
915,2012,16051
916,2014,12597
917,2003,15310
918,2005,14603
919,2003,14711
920,2004,14881
921,2005,12391
922,2007,13149
923,2006,12429
924,2009,14625
925,2015,13738
926,2004,11970
927,2003,12426
928,2006,13375
929,2003,14120
930,2015,13346
931,2001,14545
932,2008,13961
933,2001,12026
934,2009,13752
935,2005,13321
936,2018,15859
937,2018,14135
938,2008,13728
939,2000,13718
940,2006,13356
941,2013,13698
942,2003,15286
943,2008,13306
944,2002,13548
945,2016,14074
946,2007,16113
947,2000,13891
948,2003,13874
949,2001,13122
950,2010,14644
951,2005,13822
952,2006,13254
953,2015,14243
954,2005,14326
955,2001,13825
956,2011,13533
957,2001,14199
958,2011,14537
959,2005,14823
960,2008,15379
961,2008,12927
962,2000,15830
963,2014,14786
964,2007,12601
965,2015,14381
966,2000,15298
967,2016,12940
968,2010,14517
969,2010,14092
970,2000,13191
971,2016,14316
972,2008,14179
973,2017,12912
974,2016,12400
975,2004,12137
976,2016,12481
977,2002,14951
978,2002,13216
979,2015,14697
980,2005,13652
981,2015,14636
982,2004,13244
983,2008,13705
984,2009,11849
985,2008,12807
986,2004,14055
987,2012,13129
988,2006,12949
989,2010,15011
990,2005,14015
991,2017,13351
992,2012,13699
993,2016,14638
994,2012,13201
995,2012,15059
996,2009,13568
997,2005,13539
998,2016,14082
999,2001,13486
1000,2001,13645
1001,2013,15133
1002,2010,13306
1003,2003,15708
1004,2008,11788
1005,2011,14719
1006,2009,12458
1007,2017,13918
1008,2012,12466
1009,2004,14443
1010,2015,13529
1011,2003,15573
1012,2005,12525
1013,2003,15191
1014,2005,13848
1015,2013,14650
1016,2008,13828
1017,2018,15124
1018,2016,13997
1019,2003,12956
1020,2012,13469
1021,2016,12961
1022,2017,12670
1023,2001,13837
1024,2003,14662
1025,2009,13527
1026,2016,13758
1027,2016,12162
1028,2004,14118
1029,2014,14319
1030,2001,13510
1031,2000,13514
1032,2015,14437
1033,2002,14780
1034,2007,14273
1035,2005,13378
1036,2015,12546
1037,2008,13962
1038,2005,14386
1039,2013,14673
1040,2013,14091
1041,2005,13820
1042,2013,12470
1043,2015,14002
1044,2012,14794
1045,2010,12103
1046,2001,15703
1047,2017,12653
1048,2004,12497
1049,2017,15412
1050,2009,15097
1051,2008,13372
1052,2012,14840
1053,2009,13983
1054,2009,16282
1055,2014,13401
1056,2001,14352
1057,2006,13585
1058,2010,15529
1059,2003,13077
1060,2004,13028
1061,2012,13296
1062,2014,12868
1063,2015,15407
1064,2014,13330
1065,2005,14469
1066,2018,13027
1067,2000,14027
1068,2010,15634
1069,2011,13722
1070,2010,11810
1071,2001,14009
1072,2011,14831
1073,2017,13567
1074,2004,13339
1075,2009,16423
1076,2008,14640
1077,2003,13212
1078,2011,13590
1079,2002,12850
1080,2006,13477
1081,2005,13266
1082,2011,12256
1083,2018,14100
1084,2010,12804
1085,2003,12659
1086,2013,12579
1087,2004,16014
1088,2017,14170
1089,2008,14743
1090,2017,14442
1091,2017,14789
1092,2001,14404
1093,2003,11975
1094,2000,13649
1095,2001,13601
1096,2001,13553
1097,2006,14563
1098,2005,13916
1099,2004,12394
1100,2001,15487
1101,2010,16100
1102,2010,14822
1103,2011,14333
1104,2011,12787
1105,2018,12183
1106,2008,14076
1107,2016,13077
1108,2004,12432
1109,2012,15084
1110,2005,15143
1111,2016,14805
1112,2007,13055
1113,2018,15187
1114,2009,13272
1115,2005,13398
1116,2007,13566
1117,2012,12822
1118,2003,14406
1119,2013,12583
1120,2004,13165
1121,2011,13592
1122,2000,14881
1123,2010,13690
1124,2010,14416
1125,2006,14416
1126,2004,12499
1127,2013,13626
1128,2018,14071
1129,2000,14040
1130,2007,15618
1131,2000,15262
1132,2017,14860
1133,2008,14373
1134,2012,14481
1135,2018,14343
1136,2013,13137
1137,2018,13924
1138,2011,13468
1139,2015,13278
1140,2016,13602
1141,2015,14809
1142,2018,13342
1143,2003,14860
1144,2005,12711
1145,2002,14446
1146,2010,14680
1147,2000,15577
1148,2018,13092
1149,2010,15182
1150,2008,13602
1151,2000,12729
1152,2006,14191
1153,2002,12819
1154,2014,15248
1155,2003,12868
1156,2008,14274
1157,2007,14776
1158,2000,14486
1159,2002,14385
1160,2014,13530
1161,2011,13743
1162,2015,12864
1163,2011,15141
1164,2004,16693
1165,2018,12658
1166,2010,14069
1167,2012,13752
1168,2002,14218
1169,2001,14475
1170,2002,13586
1171,2010,11458
1172,2002,14644
1173,2008,15172
1174,2007,15145
1175,2012,14144
1176,2009,13379
1177,2007,15986
1178,2013,12814
1179,2012,15249
1180,2000,13322
1181,2000,13005
1182,2013,14656
1183,2001,12727
1184,2001,15355
1185,2010,13241
1186,2004,12885
1187,2010,15099
1188,2017,13735
1189,2005,13393
1190,2016,13769
1191,2018,13756
1192,2013,14201
1193,2005,15264
1194,2013,14293
1195,2013,15345
1196,2018,14608
1197,2016,14137
1198,2008,15751
1199,2009,13797
1200,2014,12787
1201,2007,14743
1202,2005,14196
1203,2002,13601
1204,2004,12812
1205,2003,12133
1206,2000,15096
1207,2018,15466
1208,2001,13067
1209,2009,14259
1210,2008,14676
1211,2001,14706
1212,2003,13004
1213,2010,15213
1214,2000,15647
1215,2000,11901
1216,2001,14229
1217,2007,14224
1218,2017,14183
1219,2013,13562
1220,2017,12921
1221,2011,13529
1222,2010,12223
1223,2012,13660
1224,2016,13351
1225,2004,14489
1226,2006,14500
1227,2003,13382
1228,2007,14292
1229,2011,13449
1230,2018,14239
1231,2005,13590
1232,2013,15167
1233,2008,15473
1234,2004,14246
1235,2006,14073
1236,2007,13271
1237,2015,13491
1238,2003,14772
1239,2018,12006
1240,2004,13721
1241,2011,16432
1242,2018,12722
1243,2018,11522
1244,2017,13736
1245,2008,12606
1246,2011,14370
1247,2011,13354
1248,2002,13252
1249,2014,13099
1250,2011,13382
1251,2017,13844
1252,2007,12037
1253,2013,13304
1254,2007,14019
1255,2012,14415
1256,2010,13802
1257,2002,15392
1258,2010,12574
1259,2008,12186
1260,2018,14813
1261,2015,14824
1262,2016,13646
1263,2015,14696
1264,2001,13668
1265,2009,12321
1266,2003,13667
1267,2007,15405
1268,2012,13067
1269,2008,12867
1270,2013,12798
1271,2018,14835
1272,2014,13407
1273,2003,11650
1274,2013,14935
1275,2008,12221
1276,2012,15749
1277,2005,16554
1278,2014,14717
1279,2004,12716
1280,2009,14391
1281,2011,15745
1282,2008,14070
1283,2008,13333
1284,2006,14365
1285,2018,16574
1286,2000,13289
1287,2003,13141
1288,2007,14314
1289,2002,13798
1290,2006,13956
1291,2001,14069
1292,2005,14328
1293,2017,12452
1294,2001,12660
1295,2001,15491
1296,2004,14212
1297,2012,13619
1298,2018,13958
1299,2002,15220
1300,2012,15172
1301,2017,12038
1302,2015,13674
1303,2014,16017
1304,2001,13272
1305,2018,15260
1306,2001,14098
1307,2001,13348
1308,2003,12589
1309,2016,14132
1310,2012,12766
1311,2001,14697
1312,2006,13909
1313,2002,12513
1314,2015,14233
1315,2005,14428
1316,2001,15131
1317,2012,14570
1318,2013,15709
1319,2011,13334
1320,2016,14553
1321,2014,13827
1322,2007,14536
1323,2015,11866
1324,2012,13885
1325,2007,14138
1326,2018,15830
1327,2006,14187
1328,2001,13642
1329,2005,13925
1330,2016,12639
1331,2008,14533
1332,2011,13021
1333,2008,15967
1334,2013,13279
1335,2016,13219
1336,2013,13414
1337,2001,15342
1338,2007,14807
1339,2016,12666
1340,2008,15047
1341,2015,14838
1342,2008,13359
1343,2015,15684
1344,2007,13625
1345,2009,15090
1346,2013,13443
1347,2018,13005
1348,2017,14462
1349,2006,14596
1350,2015,14320
1351,2017,13965
1352,2008,14833
1353,2010,15017
1354,2016,15270
1355,2001,16332
1356,2000,13477
1357,2012,15304
1358,2015,14822
1359,2011,12788
1360,2001,13525
1361,2018,14540
1362,2001,12364
1363,2005,15105
1364,2012,13480
1365,2000,13804
1366,2005,13305
1367,2007,13725
1368,2004,13217
1369,2014,15194
1370,2006,13359
1371,2010,14852
1372,2000,12649
1373,2008,13818
1374,2002,16160
1375,2012,13069
1376,2002,13082
1377,2017,12690
1378,2000,13287
1379,2003,15286
1380,2001,14289
1381,2005,13894
1382,2000,13686
1383,2018,14509
1384,2001,12154
1385,2018,12771
1386,2015,14340
1387,2006,13718
1388,2018,13839
1389,2002,13626
1390,2004,13847
1391,2013,13066
1392,2004,14065
1393,2012,13500
1394,2010,14730
1395,2007,14918
1396,2014,12366
1397,2016,14450
1398,2004,12651
1399,2000,15120
1400,2014,15199
1401,2006,13948
1402,2010,12461
1403,2011,13864
1404,2007,12557
1405,2001,13418
1406,2002,13408
1407,2016,14735
1408,2000,13759
1409,2017,15210
1410,2001,14851
1411,2000,14264
1412,2012,13911
1413,2016,12962
1414,2015,13351
1415,2014,13715
1416,2017,14750
1417,2004,13813
1418,2018,13489
1419,2009,13392
1420,2016,12602
1421,2009,14561
1422,2006,15316
1423,2011,12494
1424,2000,14130
1425,2001,13713
1426,2004,15206
1427,2017,13079
1428,2013,13802
1429,2015,13880
1430,2017,12961
1431,2010,13142
1432,2000,13263
1433,2017,14723
1434,2017,14380
1435,2012,11515
1436,2004,15508
1437,2012,15159
1438,2001,12929
1439,2000,13191
1440,2011,14984
1441,2006,13392
1442,2011,15375
1443,2014,14040
1444,2005,14638
1445,2008,13863
1446,2004,12169
1447,2014,13984
1448,2017,12634
1449,2009,13367
1450,2016,14761
1451,2014,14093
1452,2005,15086
1453,2006,12959
1454,2011,13921
1455,2005,13818
1456,2002,14497
1457,2008,15632
1458,2013,13357
1459,2003,14732
1460,2005,13748
1461,2017,15336
1462,2004,13456
1463,2010,13973
1464,2007,13290
1465,2006,15125
1466,2003,12932
1467,2013,12937
1468,2009,14161
1469,2003,13824
1470,2013,15265
1471,2004,13320
1472,2009,14882
1473,2017,13888
1474,2011,13894
1475,2003,14167
1476,2007,13994
1477,2012,13273
1478,2017,13840
1479,2011,15776
1480,2005,14236
1481,2000,13612
1482,2004,13054
1483,2013,14952
1484,2010,15233
1485,2015,13718
1486,2000,12709
1487,2012,15654
1488,2006,12846
1489,2000,12945
1490,2005,14169
1491,2001,12659
1492,2002,13754
1493,2003,13710
1494,2013,16402
1495,2017,13598
1496,2000,13309
1497,2007,13992
1498,2000,14915
1499,2005,12397
1500,2003,14304
1501,2013,13962
1502,2006,12535
1503,2013,15110
1504,2010,12919
1505,2011,14364
1506,2015,16373
1507,2011,12780
1508,2004,13471
1509,2013,13392
1510,2010,14568
1511,2008,12507
1512,2006,11826
1513,2016,12411
1514,2014,14006
1515,2008,13747
1516,2006,12963
1517,2013,14149
1518,2009,15378
1519,2009,14197
1520,2011,12552
1521,2011,12291
1522,2002,15863
1523,2017,15983
1524,2008,13414
1525,2014,11925
1526,2003,15143
1527,2011,14943
1528,2002,14178
1529,2002,12314
1530,2008,13282
1531,2003,12012
1532,2002,13420
1533,2005,12741
1534,2001,12182
1535,2002,14228
1536,2000,11841
1537,2012,15187
1538,2014,14127
1539,2017,13724
1540,2006,12593
1541,2011,13909
1542,2010,12654
1543,2007,16081
1544,2018,12062
1545,2006,14877
1546,2015,14578
1547,2001,14694
1548,2003,13994
1549,2006,14046
1550,2017,13824
1551,2010,13918
1552,2012,13400
1553,2004,15759
1554,2012,13295
1555,2002,12686
1556,2002,13482
1557,2006,14786
1558,2018,13232
1559,2007,13292
1560,2013,14270
1561,2006,13691
1562,2003,14162
1563,2000,14393
1564,2007,12444
1565,2003,13294
1566,2001,14371
1567,2008,11802
1568,2012,12323
1569,2017,15012
1570,2003,14673
1571,2005,14234
1572,2011,15687
1573,2009,13187
1574,2005,13652
1575,2016,14307
1576,2013,14855
1577,2001,14616
1578,2000,14520
1579,2004,13485
1580,2014,13208
1581,2003,14643
1582,2008,16377
1583,2016,11720
1584,2014,12577
1585,2007,13163
1586,2008,13805
1587,2010,12839
1588,2003,13380
1589,2005,13589
1590,2005,14614
1591,2002,14767
1592,2009,12561
1593,2013,13882
1594,2008,13928
1595,2001,15409
1596,2000,13582
1597,2013,15157
1598,2003,12133
1599,2001,15246
1600,2006,12775
1601,2001,13704
1602,2016,13754
1603,2009,14100
1604,2013,13029
1605,2018,13391
1606,2013,12358
1607,2010,12450
1608,2015,15674
1609,2011,15301
1610,2012,13916
1611,2000,14073
1612,2008,14293
1613,2014,15197
1614,2005,12187
1615,2014,14531
1616,2016,13641
1617,2006,13678
1618,2010,14398
1619,2011,13950
1620,2009,14016
1621,2004,13427
1622,2001,14067
1623,2001,15294
1624,2017,13060
1625,2013,13972
1626,2006,11991
1627,2015,14914
1628,2007,14471
1629,2001,14676
1630,2011,12025
1631,2006,11971
1632,2008,12663
1633,2011,12813
1634,2001,13682
1635,2002,15322
1636,2010,13486
1637,2010,14784
1638,2012,15747
1639,2006,14274
1640,2012,14253
1641,2013,14060
1642,2003,13241
1643,2017,15667
1644,2007,12350
1645,2009,13939
1646,2002,13206
1647,2009,14050
1648,2012,13595
1649,2008,14465
1650,2001,12536
1651,2015,13579
1652,2014,16231
1653,2011,13854
1654,2000,12281
1655,2004,12028
1656,2008,13052
1657,2000,13869
1658,2006,14317
1659,2006,14678
1660,2002,13329
1661,2008,16426
1662,2009,13581
1663,2004,12975
1664,2008,16024
1665,2014,13732
